SPF;Update Function;Initialization;Threshold;Avg Lower Quota;Avg Gini;Avg Footrule;Avg KT;Std KT;Egalitarian KT;Total Number of Satisfaction Special Voter;Avg SQ KT
kemeny;kt;equal;7;('kemeny', 'kt', 'equal', 7, 0.9996888888888887);('kemeny', 'kt', 'equal', 7, 0.019185086781698685);('kemeny', 'kt', 'equal', 7, 5.9690666666666665);('kemeny', 'kt', 'equal', 7, 3.468733333333333);('kemeny', 'kt', 'equal', 7, np.float64(0.3909631626482434));('kemeny', 'kt', 'equal', 7, np.float64(4.533333333333332));('kemeny', 'kt', 'equal', 7, 30.0);('kemeny', 'kt', 'equal', 7, 16.246777777777776)
kemeny;kt;special-voter-25-percent;0;('kemeny', 'kt', 'special-voter-25-percent', 0, 0.7985555555555555);('kemeny', 'kt', 'special-voter-25-percent', 0, 0.5123846246510972);('kemeny', 'kt', 'special-voter-25-percent', 0, 5.993511111111112);('kemeny', 'kt', 'special-voter-25-percent', 0, 3.482288888888889);('kemeny', 'kt', 'special-voter-25-percent', 0, np.float64(0.39330591477077603));('kemeny', 'kt', 'special-voter-25-percent', 0, np.float64(4.551111111111111));('kemeny', 'kt', 'special-voter-25-percent', 0, 5.0);('kemeny', 'kt', 'special-voter-25-percent', 0, 16.368822222222224)
kemeny;kt;special-voter-25-percent;3;('kemeny', 'kt', 'special-voter-25-percent', 3, 0.9331333333333334);('kemeny', 'kt', 'special-voter-25-percent', 3, 0.10437549918666184);('kemeny', 'kt', 'special-voter-25-percent', 3, 5.993511111111112);('kemeny', 'kt', 'special-voter-25-percent', 3, 3.482288888888889);('kemeny', 'kt', 'special-voter-25-percent', 3, np.float64(0.39330591477077603));('kemeny', 'kt', 'special-voter-25-percent', 3, np.float64(4.551111111111111));('kemeny', 'kt', 'special-voter-25-percent', 3, 19.0);('kemeny', 'kt', 'special-voter-25-percent', 3, 16.368822222222224)
kemeny;kt;special-voter-25-percent;7;('kemeny', 'kt', 'special-voter-25-percent', 7, 0.9951111111111112);('kemeny', 'kt', 'special-voter-25-percent', 7, 0.01968830082462543);('kemeny', 'kt', 'special-voter-25-percent', 7, 5.993511111111112);('kemeny', 'kt', 'special-voter-25-percent', 7, 3.482288888888889);('kemeny', 'kt', 'special-voter-25-percent', 7, np.float64(0.39330591477077603));('kemeny', 'kt', 'special-voter-25-percent', 7, np.float64(4.551111111111111));('kemeny', 'kt', 'special-voter-25-percent', 7, 30.0);('kemeny', 'kt', 'special-voter-25-percent', 7, 16.368822222222224)
kemeny;sq-kt;equal;0;('kemeny', 'sq-kt', 'equal', 0, 0.7769333333333336);('kemeny', 'sq-kt', 'equal', 0, 0.5096848637236291);('kemeny', 'sq-kt', 'equal', 0, 5.983066666666667);('kemeny', 'sq-kt', 'equal', 0, 3.4774000000000003);('kemeny', 'sq-kt', 'equal', 0, np.float64(0.376670385130016));('kemeny', 'sq-kt', 'equal', 0, np.float64(4.48111111111111));('kemeny', 'sq-kt', 'equal', 0, 3.0);('kemeny', 'sq-kt', 'equal', 0, 16.287977777777776)
kemeny;sq-kt;equal;3;('kemeny', 'sq-kt', 'equal', 3, 0.9802222222222223);('kemeny', 'sq-kt', 'equal', 3, 0.10154119175005549);('kemeny', 'sq-kt', 'equal', 3, 5.983066666666667);('kemeny', 'sq-kt', 'equal', 3, 3.4774000000000003);('kemeny', 'sq-kt', 'equal', 3, np.float64(0.376670385130016));('kemeny', 'sq-kt', 'equal', 3, np.float64(4.48111111111111));('kemeny', 'sq-kt', 'equal', 3, 19.0);('kemeny', 'sq-kt', 'equal', 3, 16.287977777777776)
kemeny;sq-kt;equal;7;('kemeny', 'sq-kt', 'equal', 7, 0.9996888888888887);('kemeny', 'sq-kt', 'equal', 7, 0.019297037396240443);('kemeny', 'sq-kt', 'equal', 7, 5.983066666666667);('kemeny', 'sq-kt', 'equal', 7, 3.4774000000000003);('kemeny', 'sq-kt', 'equal', 7, np.float64(0.376670385130016));('kemeny', 'sq-kt', 'equal', 7, np.float64(4.48111111111111));('kemeny', 'sq-kt', 'equal', 7, 30.0);('kemeny', 'sq-kt', 'equal', 7, 16.287977777777776)
kemeny;sq-kt;special-voter-25-percent;0;('kemeny', 'sq-kt', 'special-voter-25-percent', 0, 0.7708888888888888);('kemeny', 'sq-kt', 'special-voter-25-percent', 0, 0.5079252539920274);('kemeny', 'sq-kt', 'special-voter-25-percent', 0, 5.998933333333333);('kemeny', 'sq-kt', 'special-voter-25-percent', 0, 3.490377777777778);('kemeny', 'sq-kt', 'special-voter-25-percent', 0, np.float64(0.37679118120717037));('kemeny', 'sq-kt', 'special-voter-25-percent', 0, np.float64(4.506666666666667));('kemeny', 'sq-kt', 'special-voter-25-percent', 0, 4.0);('kemeny', 'sq-kt', 'special-voter-25-percent', 0, 16.40651111111111)
kemeny;sq-kt;special-voter-25-percent;3;('kemeny', 'sq-kt', 'special-voter-25-percent', 3, 0.9754222222222224);('kemeny', 'sq-kt', 'special-voter-25-percent', 3, 0.10314628085250899);('kemeny', 'sq-kt', 'special-voter-25-percent', 3, 5.998933333333333);('kemeny', 'sq-kt', 'special-voter-25-percent', 3, 3.490377777777778);('kemeny', 'sq-kt', 'special-voter-25-percent', 3, np.float64(0.37679118120717037));('kemeny', 'sq-kt', 'special-voter-25-percent', 3, np.float64(4.506666666666667));('kemeny', 'sq-kt', 'special-voter-25-percent', 3, 19.0);('kemeny', 'sq-kt', 'special-voter-25-percent', 3, 16.40651111111111)
kemeny;sq-kt;special-voter-25-percent;7;('kemeny', 'sq-kt', 'special-voter-25-percent', 7, 0.9991111111111108);('kemeny', 'sq-kt', 'special-voter-25-percent', 7, 0.019497817954399494);('kemeny', 'sq-kt', 'special-voter-25-percent', 7, 5.998933333333333);('kemeny', 'sq-kt', 'special-voter-25-percent', 7, 3.490377777777778);('kemeny', 'sq-kt', 'special-voter-25-percent', 7, np.float64(0.37679118120717037));('kemeny', 'sq-kt', 'special-voter-25-percent', 7, np.float64(4.506666666666667));('kemeny', 'sq-kt', 'special-voter-25-percent', 7, 30.0);('kemeny', 'sq-kt', 'special-voter-25-percent', 7, 16.40651111111111)
kemeny;unit-cost;equal;0;('kemeny', 'unit-cost', 'equal', 0, 0.7577555555555558);('kemeny', 'unit-cost', 'equal', 0, 0.5132301992765765);('kemeny', 'unit-cost', 'equal', 0, 5.964177777777777);('kemeny', 'unit-cost', 'equal', 0, 3.4664222222222216);('kemeny', 'unit-cost', 'equal', 0, np.float64(0.4051465234451272));('kemeny', 'unit-cost', 'equal', 0, np.float64(4.585555555555556));('kemeny', 'unit-cost', 'equal', 0, 2.0);('kemeny', 'unit-cost', 'equal', 0, 16.197222222222223)
kemeny;unit-cost;equal;3;('kemeny', 'unit-cost', 'equal', 3, 0.9753333333333333);('kemeny', 'unit-cost', 'equal', 3, 0.09914685082546335);('kemeny', 'unit-cost', 'equal', 3, 5.972311111111112);('kemeny', 'unit-cost', 'equal', 3, 3.4713555555555557);('kemeny', 'unit-cost', 'equal', 3, np.float64(0.3883800108343075));('kemeny', 'unit-cost', 'equal', 3, np.float64(4.542222222222222));('kemeny', 'unit-cost', 'equal', 3, 19.0);('kemeny', 'unit-cost', 'equal', 3, 16.27682222222222)
kemeny;unit-cost;equal;7;('kemeny', 'unit-cost', 'equal', 7, 0.9975555555555556);('kemeny', 'unit-cost', 'equal', 7, 0.01868082013465598);('kemeny', 'unit-cost', 'equal', 7, 5.9868);('kemeny', 'unit-cost', 'equal', 7, 3.480022222222223);('kemeny', 'unit-cost', 'equal', 7, np.float64(0.38362650112412905));('kemeny', 'unit-cost', 'equal', 7, np.float64(4.477777777777777));('kemeny', 'unit-cost', 'equal', 7, 30.0);('kemeny', 'unit-cost', 'equal', 7, 16.338688888888885)
kemeny;unit-cost;special-voter-25-percent;0;('kemeny', 'unit-cost', 'special-voter-25-percent', 0, 0.7981999999999999);('kemeny', 'unit-cost', 'special-voter-25-percent', 0, 0.5125929980231175);('kemeny', 'unit-cost', 'special-voter-25-percent', 0, 5.997200000000001);('kemeny', 'unit-cost', 'special-voter-25-percent', 0, 3.489444444444444);('kemeny', 'unit-cost', 'special-voter-25-percent', 0, np.float64(0.4212618368316201));('kemeny', 'unit-cost', 'special-voter-25-percent', 0, np.float64(4.637777777777777));('kemeny', 'unit-cost', 'special-voter-25-percent', 0, 6.0);('kemeny', 'unit-cost', 'special-voter-25-percent', 0, 16.525977777777783)
kemeny;unit-cost;special-voter-25-percent;3;('kemeny', 'unit-cost', 'special-voter-25-percent', 3, 0.938422222222222);('kemeny', 'unit-cost', 'special-voter-25-percent', 3, 0.1044374496292744);('kemeny', 'unit-cost', 'special-voter-25-percent', 3, 6.011688888888889);('kemeny', 'unit-cost', 'special-voter-25-percent', 3, 3.502733333333333);('kemeny', 'unit-cost', 'special-voter-25-percent', 3, np.float64(0.4028405229111058));('kemeny', 'unit-cost', 'special-voter-25-percent', 3, np.float64(4.58));('kemeny', 'unit-cost', 'special-voter-25-percent', 3, 20.0);('kemeny', 'unit-cost', 'special-voter-25-percent', 3, 16.649000000000004)
kemeny;unit-cost;special-voter-25-percent;7;('kemeny', 'unit-cost', 'special-voter-25-percent', 7, 0.9556444444444445);('kemeny', 'unit-cost', 'special-voter-25-percent', 7, 0.02573129987365968);('kemeny', 'unit-cost', 'special-voter-25-percent', 7, 6.146400000000001);('kemeny', 'unit-cost', 'special-voter-25-percent', 7, 3.624644444444444);('kemeny', 'unit-cost', 'special-voter-25-percent', 7, np.float64(0.4799819886313806));('kemeny', 'unit-cost', 'special-voter-25-percent', 7, np.float64(4.7233333333333345));('kemeny', 'unit-cost', 'special-voter-25-percent', 7, 30.0);('kemeny', 'unit-cost', 'special-voter-25-percent', 7, 18.09353333333333)
kemeny;kt-reset;equal;0;('kemeny', 'kt-reset', 'equal', 0, 0.7901999999999998);('kemeny', 'kt-reset', 'equal', 0, 0.47841796046743945);('kemeny', 'kt-reset', 'equal', 0, 6.0182666666666655);('kemeny', 'kt-reset', 'equal', 0, 3.5024222222222217);('kemeny', 'kt-reset', 'equal', 0, np.float64(0.37668521385653986));('kemeny', 'kt-reset', 'equal', 0, np.float64(4.558888888888889));('kemeny', 'kt-reset', 'equal', 0, 1.0);('kemeny', 'kt-reset', 'equal', 0, 16.547711111111116)
kemeny;kt-reset;equal;3;('kemeny', 'kt-reset', 'equal', 3, 0.9494666666666668);('kemeny', 'kt-reset', 'equal', 3, 0.0971236507663999);('kemeny', 'kt-reset', 'equal', 3, 6.096444444444445);('kemeny', 'kt-reset', 'equal', 3, 3.5685555555555557);('kemeny', 'kt-reset', 'equal', 3, np.float64(0.37730795295321945));('kemeny', 'kt-reset', 'equal', 3, np.float64(4.510000000000001));('kemeny', 'kt-reset', 'equal', 3, 18.0);('kemeny', 'kt-reset', 'equal', 3, 17.458822222222224)
kemeny;kt-reset;equal;7;('kemeny', 'kt-reset', 'equal', 7, 0.994);('kemeny', 'kt-reset', 'equal', 7, 0.02128379153439041);('kemeny', 'kt-reset', 'equal', 7, 6.033066666666667);('kemeny', 'kt-reset', 'equal', 7, 3.5234444444444444);('kemeny', 'kt-reset', 'equal', 7, np.float64(0.3990456385227103));('kemeny', 'kt-reset', 'equal', 7, np.float64(4.564444444444444));('kemeny', 'kt-reset', 'equal', 7, 30.0);('kemeny', 'kt-reset', 'equal', 7, 16.87251111111111)
kemeny;kt-reset;special-voter-25-percent;0;('kemeny', 'kt-reset', 'special-voter-25-percent', 0, 0.7904);('kemeny', 'kt-reset', 'special-voter-25-percent', 0, 0.4906815741178232);('kemeny', 'kt-reset', 'special-voter-25-percent', 0, 6.037377777777777);('kemeny', 'kt-reset', 'special-voter-25-percent', 0, 3.515799999999999);('kemeny', 'kt-reset', 'special-voter-25-percent', 0, np.float64(0.3796455860441296));('kemeny', 'kt-reset', 'special-voter-25-percent', 0, np.float64(4.591111111111112));('kemeny', 'kt-reset', 'special-voter-25-percent', 0, 2.0);('kemeny', 'kt-reset', 'special-voter-25-percent', 0, 16.735622222222222)
kemeny;kt-reset;special-voter-25-percent;3;('kemeny', 'kt-reset', 'special-voter-25-percent', 3, 0.9449333333333334);('kemeny', 'kt-reset', 'special-voter-25-percent', 3, 0.09696523187060484);('kemeny', 'kt-reset', 'special-voter-25-percent', 3, 6.118666666666667);('kemeny', 'kt-reset', 'special-voter-25-percent', 3, 3.584644444444444);('kemeny', 'kt-reset', 'special-voter-25-percent', 3, np.float64(0.3762744908015016));('kemeny', 'kt-reset', 'special-voter-25-percent', 3, np.float64(4.545555555555556));('kemeny', 'kt-reset', 'special-voter-25-percent', 3, 18.0);('kemeny', 'kt-reset', 'special-voter-25-percent', 3, 17.639088888888885)
kemeny;kt-reset;special-voter-25-percent;7;('kemeny', 'kt-reset', 'special-voter-25-percent', 7, 0.984866666666667);('kemeny', 'kt-reset', 'special-voter-25-percent', 7, 0.02174894107509887);('kemeny', 'kt-reset', 'special-voter-25-percent', 7, 6.054444444444444);('kemeny', 'kt-reset', 'special-voter-25-percent', 7, 3.5380666666666674);('kemeny', 'kt-reset', 'special-voter-25-percent', 7, np.float64(0.4004124145033996));('kemeny', 'kt-reset', 'special-voter-25-percent', 7, np.float64(4.58));('kemeny', 'kt-reset', 'special-voter-25-percent', 7, 30.0);('kemeny', 'kt-reset', 'special-voter-25-percent', 7, 17.028200000000002)
kemeny;unit-cost-reset;equal;0;('kemeny', 'unit-cost-reset', 'equal', 0, 0.7972444444444444);('kemeny', 'unit-cost-reset', 'equal', 0, 0.4799510500799547);('kemeny', 'unit-cost-reset', 'equal', 0, 6.001866666666666);('kemeny', 'unit-cost-reset', 'equal', 0, 3.4958444444444448);('kemeny', 'unit-cost-reset', 'equal', 0, np.float64(0.3969677083150066));('kemeny', 'unit-cost-reset', 'equal', 0, np.float64(4.61));('kemeny', 'unit-cost-reset', 'equal', 0, 2.0);('kemeny', 'unit-cost-reset', 'equal', 0, 16.522244444444443)
kemeny;unit-cost-reset;equal;3;('kemeny', 'unit-cost-reset', 'equal', 3, 0.9579111111111112);('kemeny', 'unit-cost-reset', 'equal', 3, 0.10372307734731943);('kemeny', 'unit-cost-reset', 'equal', 3, 6.012133333333334);('kemeny', 'unit-cost-reset', 'equal', 3, 3.503666666666667);('kemeny', 'unit-cost-reset', 'equal', 3, np.float64(0.389417666268838));('kemeny', 'unit-cost-reset', 'equal', 3, np.float64(4.531111111111111));('kemeny', 'unit-cost-reset', 'equal', 3, 18.0);('kemeny', 'unit-cost-reset', 'equal', 3, 16.65868888888889)
kemeny;unit-cost-reset;equal;7;('kemeny', 'unit-cost-reset', 'equal', 7, 0.9962888888888889);('kemeny', 'unit-cost-reset', 'equal', 7, 0.019600888754760647);('kemeny', 'unit-cost-reset', 'equal', 7, 5.974755555555557);('kemeny', 'unit-cost-reset', 'equal', 7, 3.4685111111111113);('kemeny', 'unit-cost-reset', 'equal', 7, np.float64(0.40851516443990366));('kemeny', 'unit-cost-reset', 'equal', 7, np.float64(4.5777777777777775));('kemeny', 'unit-cost-reset', 'equal', 7, 30.0);('kemeny', 'unit-cost-reset', 'equal', 7, 16.217)
kemeny;unit-cost-reset;special-voter-25-percent;0;('kemeny', 'unit-cost-reset', 'special-voter-25-percent', 0, 0.7623333333333332);('kemeny', 'unit-cost-reset', 'special-voter-25-percent', 0, 0.47819631220114545);('kemeny', 'unit-cost-reset', 'special-voter-25-percent', 0, 6.019111111111111);('kemeny', 'unit-cost-reset', 'special-voter-25-percent', 0, 3.5080666666666662);('kemeny', 'unit-cost-reset', 'special-voter-25-percent', 0, np.float64(0.4050956923732869));('kemeny', 'unit-cost-reset', 'special-voter-25-percent', 0, np.float64(4.65));('kemeny', 'unit-cost-reset', 'special-voter-25-percent', 0, 3.0);('kemeny', 'unit-cost-reset', 'special-voter-25-percent', 0, 16.715666666666667)
kemeny;unit-cost-reset;special-voter-25-percent;3;('kemeny', 'unit-cost-reset', 'special-voter-25-percent', 3, 0.9538888888888889);('kemeny', 'unit-cost-reset', 'special-voter-25-percent', 3, 0.10324977960550805);('kemeny', 'unit-cost-reset', 'special-voter-25-percent', 3, 6.032577777777776);('kemeny', 'unit-cost-reset', 'special-voter-25-percent', 3, 3.5178888888888893);('kemeny', 'unit-cost-reset', 'special-voter-25-percent', 3, np.float64(0.3869594904779346));('kemeny', 'unit-cost-reset', 'special-voter-25-percent', 3, np.float64(4.551111111111112));('kemeny', 'unit-cost-reset', 'special-voter-25-percent', 3, 18.0);('kemeny', 'unit-cost-reset', 'special-voter-25-percent', 3, 16.81477777777778)
kemeny;unit-cost-reset;special-voter-25-percent;7;('kemeny', 'unit-cost-reset', 'special-voter-25-percent', 7, 0.9943999999999998);('kemeny', 'unit-cost-reset', 'special-voter-25-percent', 7, 0.020151868489596197);('kemeny', 'unit-cost-reset', 'special-voter-25-percent', 7, 5.993733333333334);('kemeny', 'unit-cost-reset', 'special-voter-25-percent', 7, 3.481844444444445);('kemeny', 'unit-cost-reset', 'special-voter-25-percent', 7, np.float64(0.41025678712108515));('kemeny', 'unit-cost-reset', 'special-voter-25-percent', 7, np.float64(4.5888888888888895));('kemeny', 'unit-cost-reset', 'special-voter-25-percent', 7, 30.0);('kemeny', 'unit-cost-reset', 'special-voter-25-percent', 7, 16.357488888888888)
kemeny;perpetual-kt;equal;0;('kemeny', 'perpetual-kt', 'equal', 0, 0.8132000000000003);('kemeny', 'perpetual-kt', 'equal', 0, 0.4844648356718807);('kemeny', 'perpetual-kt', 'equal', 0, 5.983777777777777);('kemeny', 'perpetual-kt', 'equal', 0, 3.482155555555556);('kemeny', 'perpetual-kt', 'equal', 0, np.float64(0.39533753585216314));('kemeny', 'perpetual-kt', 'equal', 0, np.float64(4.575555555555555));('kemeny', 'perpetual-kt', 'equal', 0, 2.0);('kemeny', 'perpetual-kt', 'equal', 0, 16.432911111111107)
kemeny;perpetual-kt;equal;3;('kemeny', 'perpetual-kt', 'equal', 3, 0.9753333333333333);('kemeny', 'perpetual-kt', 'equal', 3, 0.10081031487609296);('kemeny', 'perpetual-kt', 'equal', 3, 5.971866666666666);('kemeny', 'perpetual-kt', 'equal', 3, 3.472644444444445);('kemeny', 'perpetual-kt', 'equal', 3, np.float64(0.38906238172871027));('kemeny', 'perpetual-kt', 'equal', 3, np.float64(4.5344444444444445));('kemeny', 'perpetual-kt', 'equal', 3, 19.0);('kemeny', 'perpetual-kt', 'equal', 3, 16.273266666666665)
kemeny;perpetual-kt;equal;7;('kemeny', 'perpetual-kt', 'equal', 7, 0.9981333333333333);('kemeny', 'perpetual-kt', 'equal', 7, 0.019388136691474135);('kemeny', 'perpetual-kt', 'equal', 7, 5.9661333333333335);('kemeny', 'perpetual-kt', 'equal', 7, 3.4662888888888883);('kemeny', 'perpetual-kt', 'equal', 7, np.float64(0.4033554072104456));('kemeny', 'perpetual-kt', 'equal', 7, np.float64(4.556666666666667));('kemeny', 'perpetual-kt', 'equal', 7, 30.0);('kemeny', 'perpetual-kt', 'equal', 7, 16.21153333333333)
kemeny;perpetual-kt;special-voter-25-percent;0;('kemeny', 'perpetual-kt', 'special-voter-25-percent', 0, 0.7620222222222223);('kemeny', 'perpetual-kt', 'special-voter-25-percent', 0, 0.4801294529700482);('kemeny', 'perpetual-kt', 'special-voter-25-percent', 0, 6.000755555555555);('kemeny', 'perpetual-kt', 'special-voter-25-percent', 0, 3.5030888888888887);('kemeny', 'perpetual-kt', 'special-voter-25-percent', 0, np.float64(0.4067327757212962));('kemeny', 'perpetual-kt', 'special-voter-25-percent', 0, np.float64(4.627777777777778));('kemeny', 'perpetual-kt', 'special-voter-25-percent', 0, 3.0);('kemeny', 'perpetual-kt', 'special-voter-25-percent', 0, 16.64628888888889)
kemeny;perpetual-kt;special-voter-25-percent;3;('kemeny', 'perpetual-kt', 'special-voter-25-percent', 3, 0.9705333333333336);('kemeny', 'perpetual-kt', 'special-voter-25-percent', 3, 0.10019464213061274);('kemeny', 'perpetual-kt', 'special-voter-25-percent', 3, 5.990399999999999);('kemeny', 'perpetual-kt', 'special-voter-25-percent', 3, 3.4871777777777786);('kemeny', 'perpetual-kt', 'special-voter-25-percent', 3, np.float64(0.38857723098699126));('kemeny', 'perpetual-kt', 'special-voter-25-percent', 3, np.float64(4.546666666666665));('kemeny', 'perpetual-kt', 'special-voter-25-percent', 3, 19.0);('kemeny', 'perpetual-kt', 'special-voter-25-percent', 3, 16.44446666666667)
kemeny;perpetual-kt;special-voter-25-percent;7;('kemeny', 'perpetual-kt', 'special-voter-25-percent', 7, 0.9938888888888886);('kemeny', 'perpetual-kt', 'special-voter-25-percent', 7, 0.019981309403969586);('kemeny', 'perpetual-kt', 'special-voter-25-percent', 7, 5.987955555555554);('kemeny', 'perpetual-kt', 'special-voter-25-percent', 7, 3.4796222222222215);('kemeny', 'perpetual-kt', 'special-voter-25-percent', 7, np.float64(0.4064040772557243));('kemeny', 'perpetual-kt', 'special-voter-25-percent', 7, np.float64(4.584444444444444));('kemeny', 'perpetual-kt', 'special-voter-25-percent', 7, 30.0);('kemeny', 'perpetual-kt', 'special-voter-25-percent', 7, 16.345577777777773)
kemeny;myopic-kt-special-voter;equal;0;('kemeny', 'myopic-kt-special-voter', 'equal', 0, 0.7413111111111111);('kemeny', 'myopic-kt-special-voter', 'equal', 0, 0.4932072742269778);('kemeny', 'myopic-kt-special-voter', 'equal', 0, 6.008444444444442);('kemeny', 'myopic-kt-special-voter', 'equal', 0, 3.5007777777777775);('kemeny', 'myopic-kt-special-voter', 'equal', 0, np.float64(0.4008544370555329));('kemeny', 'myopic-kt-special-voter', 'equal', 0, np.float64(4.5522222222222215));('kemeny', 'myopic-kt-special-voter', 'equal', 0, 4.0);('kemeny', 'myopic-kt-special-voter', 'equal', 0, 16.615444444444442)
kemeny;myopic-kt-special-voter;equal;3;('kemeny', 'myopic-kt-special-voter', 'equal', 3, 0.9440444444444445);('kemeny', 'myopic-kt-special-voter', 'equal', 3, 0.10606150620652617);('kemeny', 'myopic-kt-special-voter', 'equal', 3, 6.008444444444442);('kemeny', 'myopic-kt-special-voter', 'equal', 3, 3.5007777777777775);('kemeny', 'myopic-kt-special-voter', 'equal', 3, np.float64(0.4008544370555329));('kemeny', 'myopic-kt-special-voter', 'equal', 3, np.float64(4.5522222222222215));('kemeny', 'myopic-kt-special-voter', 'equal', 3, 19.0);('kemeny', 'myopic-kt-special-voter', 'equal', 3, 16.615444444444442)
kemeny;myopic-kt-special-voter;equal;7;('kemeny', 'myopic-kt-special-voter', 'equal', 7, 0.9902666666666666);('kemeny', 'myopic-kt-special-voter', 'equal', 7, 0.020634744239580054);('kemeny', 'myopic-kt-special-voter', 'equal', 7, 6.008444444444442);('kemeny', 'myopic-kt-special-voter', 'equal', 7, 3.5007777777777775);('kemeny', 'myopic-kt-special-voter', 'equal', 7, np.float64(0.4008544370555329));('kemeny', 'myopic-kt-special-voter', 'equal', 7, np.float64(4.5522222222222215));('kemeny', 'myopic-kt-special-voter', 'equal', 7, 29.0);('kemeny', 'myopic-kt-special-voter', 'equal', 7, 16.615444444444442)
kemeny;myopic-kt-special-voter;special-voter-25-percent;0;('kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 0, 0.7285777777777777);('kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 0, 0.49664126339256315);('kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 0, 6.028844444444444);('kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 0, 3.513844444444445);('kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 0, np.float64(0.40090229084465906));('kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 0, np.float64(4.553333333333333));('kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 0, 5.0);('kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 0, 16.763711111111114)
kemeny;myopic-kt-special-voter;special-voter-25-percent;3;('kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 3, 0.9400222222222223);('kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 3, 0.10592398154071674);('kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 3, 6.028844444444444);('kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 3, 3.513844444444445);('kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 3, np.float64(0.40090229084465906));('kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 3, np.float64(4.553333333333333));('kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 3, 19.0);('kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 3, 16.763711111111114)
kemeny;myopic-kt-special-voter;special-voter-25-percent;7;('kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 7, 0.9878444444444445);('kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 7, 0.021191402023947654);('kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 7, 6.028844444444444);('kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 7, 3.513844444444445);('kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 7, np.float64(0.40090229084465906));('kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 7, np.float64(4.553333333333333));('kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 7, 29.0);('kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 7, 16.763711111111114)
kemeny;kt-special-voter;equal;0;('kemeny', 'kt-special-voter', 'equal', 0, 0.8739555555555557);('kemeny', 'kt-special-voter', 'equal', 0, 0.5771207673704118);('kemeny', 'kt-special-voter', 'equal', 0, 6.7458222222222215);('kemeny', 'kt-special-voter', 'equal', 0, 4.227533333333333);('kemeny', 'kt-special-voter', 'equal', 0, np.float64(0.7549656327215984));('kemeny', 'kt-special-voter', 'equal', 0, np.float64(5.4111111111111105));('kemeny', 'kt-special-voter', 'equal', 0, 29.0);('kemeny', 'kt-special-voter', 'equal', 0, 25.418600000000005)
kemeny;kt-special-voter;equal;3;('kemeny', 'kt-special-voter', 'equal', 3, 0.8623777777777778);('kemeny', 'kt-special-voter', 'equal', 3, 0.14856548383611665);('kemeny', 'kt-special-voter', 'equal', 3, 6.7458222222222215);('kemeny', 'kt-special-voter', 'equal', 3, 4.227533333333333);('kemeny', 'kt-special-voter', 'equal', 3, np.float64(0.7549656327215984));('kemeny', 'kt-special-voter', 'equal', 3, np.float64(5.4111111111111105));('kemeny', 'kt-special-voter', 'equal', 3, 30.0);('kemeny', 'kt-special-voter', 'equal', 3, 25.418600000000005)
kemeny;kt-special-voter;equal;7;('kemeny', 'kt-special-voter', 'equal', 7, 0.7995999999999999);('kemeny', 'kt-special-voter', 'equal', 7, 0.048719572994091825);('kemeny', 'kt-special-voter', 'equal', 7, 6.7458222222222215);('kemeny', 'kt-special-voter', 'equal', 7, 4.227533333333333);('kemeny', 'kt-special-voter', 'equal', 7, np.float64(0.7549656327215984));('kemeny', 'kt-special-voter', 'equal', 7, np.float64(5.4111111111111105));('kemeny', 'kt-special-voter', 'equal', 7, 30.0);('kemeny', 'kt-special-voter', 'equal', 7, 25.418600000000005)
kemeny;kt-special-voter;special-voter-25-percent;0;('kemeny', 'kt-special-voter', 'special-voter-25-percent', 0, 0.8739555555555557);('kemeny', 'kt-special-voter', 'special-voter-25-percent', 0, 0.5814678346057713);('kemeny', 'kt-special-voter', 'special-voter-25-percent', 0, 6.763866666666667);('kemeny', 'kt-special-voter', 'special-voter-25-percent', 0, 4.240688888888889);('kemeny', 'kt-special-voter', 'special-voter-25-percent', 0, np.float64(0.7649728491368172));('kemeny', 'kt-special-voter', 'special-voter-25-percent', 0, np.float64(5.42111111111111));('kemeny', 'kt-special-voter', 'special-voter-25-percent', 0, 30.0);('kemeny', 'kt-special-voter', 'special-voter-25-percent', 0, 25.558600000000006)
