SPF;Update Function;Initialization;Threshold;Avg Lower Quota;Avg Gini;Avg Footrule;Avg KT;Std KT;Egalitarian KT;Total Number of Satisfaction Special Voter;Avg SQ KT
sq-kemeny;kt-reset;special-voter-25-percent;3;('sq-kemeny', 'kt-reset', 'special-voter-25-percent', 3, 0.8874888888888889);('sq-kemeny', 'kt-reset', 'special-voter-25-percent', 3, 0.12165582084832814);('sq-kemeny', 'kt-reset', 'special-voter-25-percent', 3, 6.24511111111111);('sq-kemeny', 'kt-reset', 'special-voter-25-percent', 3, 3.609399999999999);('sq-kemeny', 'kt-reset', 'special-voter-25-percent', 3, np.float64(0.2655899542303907));('sq-kemeny', 'kt-reset', 'special-voter-25-percent', 3, np.float64(4.265555555555555));('sq-kemeny', 'kt-reset', 'special-voter-25-percent', 3, 17.0);('sq-kemeny', 'kt-reset', 'special-voter-25-percent', 3, 15.35313333333334)
sq-kemeny;kt-reset;special-voter-25-percent;7;('sq-kemeny', 'kt-reset', 'special-voter-25-percent', 7, 1.0);('sq-kemeny', 'kt-reset', 'special-voter-25-percent', 7, 0.002476758977822816);('sq-kemeny', 'kt-reset', 'special-voter-25-percent', 7, 6.217111111111112);('sq-kemeny', 'kt-reset', 'special-voter-25-percent', 7, 3.577800000000001);('sq-kemeny', 'kt-reset', 'special-voter-25-percent', 7, np.float64(0.275617479300144));('sq-kemeny', 'kt-reset', 'special-voter-25-percent', 7, np.float64(4.343333333333333));('sq-kemeny', 'kt-reset', 'special-voter-25-percent', 7, 30.0);('sq-kemeny', 'kt-reset', 'special-voter-25-percent', 7, 14.878688888888894)
sq-kemeny;unit-cost-reset;equal;0;('sq-kemeny', 'unit-cost-reset', 'equal', 0, 0.42753333333333327);('sq-kemeny', 'unit-cost-reset', 'equal', 0, 0.7635907647290984);('sq-kemeny', 'unit-cost-reset', 'equal', 0, 6.215555555555555);('sq-kemeny', 'unit-cost-reset', 'equal', 0, 3.575044444444444);('sq-kemeny', 'unit-cost-reset', 'equal', 0, np.float64(0.2713990805575285));('sq-kemeny', 'unit-cost-reset', 'equal', 0, np.float64(4.333333333333333));('sq-kemeny', 'unit-cost-reset', 'equal', 0, 0.0);('sq-kemeny', 'unit-cost-reset', 'equal', 0, 14.854155555555556)
sq-kemeny;unit-cost-reset;equal;3;('sq-kemeny', 'unit-cost-reset', 'equal', 3, 0.9146888888888888);('sq-kemeny', 'unit-cost-reset', 'equal', 3, 0.12329831699400709);('sq-kemeny', 'unit-cost-reset', 'equal', 3, 6.228533333333333);('sq-kemeny', 'unit-cost-reset', 'equal', 3, 3.5880222222222216);('sq-kemeny', 'unit-cost-reset', 'equal', 3, np.float64(0.26664718106321655));('sq-kemeny', 'unit-cost-reset', 'equal', 3, np.float64(4.29));('sq-kemeny', 'unit-cost-reset', 'equal', 3, 17.0);('sq-kemeny', 'unit-cost-reset', 'equal', 3, 15.008644444444446)
sq-kemeny;unit-cost-reset;equal;7;('sq-kemeny', 'unit-cost-reset', 'equal', 7, 1.0);('sq-kemeny', 'unit-cost-reset', 'equal', 7, 0.002437424615236171);('sq-kemeny', 'unit-cost-reset', 'equal', 7, 6.2108888888888885);('sq-kemeny', 'unit-cost-reset', 'equal', 7, 3.572644444444445);('sq-kemeny', 'unit-cost-reset', 'equal', 7, np.float64(0.2754047081531243));('sq-kemeny', 'unit-cost-reset', 'equal', 7, np.float64(4.347777777777778));('sq-kemeny', 'unit-cost-reset', 'equal', 7, 30.0);('sq-kemeny', 'unit-cost-reset', 'equal', 7, 14.824733333333334)
sq-kemeny;unit-cost-reset;special-voter-25-percent;0;('sq-kemeny', 'unit-cost-reset', 'special-voter-25-percent', 0, 0.45606666666666673);('sq-kemeny', 'unit-cost-reset', 'special-voter-25-percent', 0, 0.7710089126922473);('sq-kemeny', 'unit-cost-reset', 'special-voter-25-percent', 0, 6.221111111111111);('sq-kemeny', 'unit-cost-reset', 'special-voter-25-percent', 0, 3.5806888888888895);('sq-kemeny', 'unit-cost-reset', 'special-voter-25-percent', 0, np.float64(0.27162696925288127));('sq-kemeny', 'unit-cost-reset', 'special-voter-25-percent', 0, np.float64(4.336666666666668));('sq-kemeny', 'unit-cost-reset', 'special-voter-25-percent', 0, 0.0);('sq-kemeny', 'unit-cost-reset', 'special-voter-25-percent', 0, 14.910911111111112)
sq-kemeny;unit-cost-reset;special-voter-25-percent;3;('sq-kemeny', 'unit-cost-reset', 'special-voter-25-percent', 3, 0.9150666666666667);('sq-kemeny', 'unit-cost-reset', 'special-voter-25-percent', 3, 0.12447893551061719);('sq-kemeny', 'unit-cost-reset', 'special-voter-25-percent', 3, 6.231066666666668);('sq-kemeny', 'unit-cost-reset', 'special-voter-25-percent', 3, 3.590155555555555);('sq-kemeny', 'unit-cost-reset', 'special-voter-25-percent', 3, np.float64(0.2662898751916224));('sq-kemeny', 'unit-cost-reset', 'special-voter-25-percent', 3, np.float64(4.286666666666665));('sq-kemeny', 'unit-cost-reset', 'special-voter-25-percent', 3, 17.0);('sq-kemeny', 'unit-cost-reset', 'special-voter-25-percent', 3, 15.039933333333334)
sq-kemeny;unit-cost-reset;special-voter-25-percent;7;('sq-kemeny', 'unit-cost-reset', 'special-voter-25-percent', 7, 1.0);('sq-kemeny', 'unit-cost-reset', 'special-voter-25-percent', 7, 0.0024621789614190895);('sq-kemeny', 'unit-cost-reset', 'special-voter-25-percent', 7, 6.21248888888889);('sq-kemeny', 'unit-cost-reset', 'special-voter-25-percent', 7, 3.5746888888888892);('sq-kemeny', 'unit-cost-reset', 'special-voter-25-percent', 7, np.float64(0.2760654514498032));('sq-kemeny', 'unit-cost-reset', 'special-voter-25-percent', 7, np.float64(4.346666666666666));('sq-kemeny', 'unit-cost-reset', 'special-voter-25-percent', 7, 30.0);('sq-kemeny', 'unit-cost-reset', 'special-voter-25-percent', 7, 14.847799999999998)
sq-kemeny;perpetual-kt;equal;0;('sq-kemeny', 'perpetual-kt', 'equal', 0, 0.42753333333333327);('sq-kemeny', 'perpetual-kt', 'equal', 0, 0.768065423239313);('sq-kemeny', 'perpetual-kt', 'equal', 0, 6.210755555555555);('sq-kemeny', 'perpetual-kt', 'equal', 0, 3.5753111111111116);('sq-kemeny', 'perpetual-kt', 'equal', 0, np.float64(0.27085079988875127));('sq-kemeny', 'perpetual-kt', 'equal', 0, np.float64(4.334444444444444));('sq-kemeny', 'perpetual-kt', 'equal', 0, 0.0);('sq-kemeny', 'perpetual-kt', 'equal', 0, 14.849444444444446)
sq-kemeny;perpetual-kt;equal;3;('sq-kemeny', 'perpetual-kt', 'equal', 3, 0.9230666666666666);('sq-kemeny', 'perpetual-kt', 'equal', 3, 0.12868720990489665);('sq-kemeny', 'perpetual-kt', 'equal', 3, 6.217600000000001);('sq-kemeny', 'perpetual-kt', 'equal', 3, 3.578866666666666);('sq-kemeny', 'perpetual-kt', 'equal', 3, np.float64(0.2588176794880522));('sq-kemeny', 'perpetual-kt', 'equal', 3, np.float64(4.263333333333333));('sq-kemeny', 'perpetual-kt', 'equal', 3, 15.0);('sq-kemeny', 'perpetual-kt', 'equal', 3, 14.866555555555555)
sq-kemeny;perpetual-kt;equal;7;('sq-kemeny', 'perpetual-kt', 'equal', 7, 1.0);('sq-kemeny', 'perpetual-kt', 'equal', 7, 0.002437424615236171);('sq-kemeny', 'perpetual-kt', 'equal', 7, 6.2096888888888895);('sq-kemeny', 'perpetual-kt', 'equal', 7, 3.572422222222223);('sq-kemeny', 'perpetual-kt', 'equal', 7, np.float64(0.27528986761731417));('sq-kemeny', 'perpetual-kt', 'equal', 7, np.float64(4.3455555555555545));('sq-kemeny', 'perpetual-kt', 'equal', 7, 30.0);('sq-kemeny', 'perpetual-kt', 'equal', 7, 14.824066666666665)
sq-kemeny;perpetual-kt;special-voter-25-percent;0;('sq-kemeny', 'perpetual-kt', 'special-voter-25-percent', 0, 0.41197777777777783);('sq-kemeny', 'perpetual-kt', 'special-voter-25-percent', 0, 0.752346469425637);('sq-kemeny', 'perpetual-kt', 'special-voter-25-percent', 0, 6.2692000000000005);('sq-kemeny', 'perpetual-kt', 'special-voter-25-percent', 0, 3.6242888888888896);('sq-kemeny', 'perpetual-kt', 'special-voter-25-percent', 0, np.float64(0.32122939566572434));('sq-kemeny', 'perpetual-kt', 'special-voter-25-percent', 0, np.float64(4.425555555555556));('sq-kemeny', 'perpetual-kt', 'special-voter-25-percent', 0, 0.0);('sq-kemeny', 'perpetual-kt', 'special-voter-25-percent', 0, 15.566955555555555)
sq-kemeny;perpetual-kt;special-voter-25-percent;3;('sq-kemeny', 'perpetual-kt', 'special-voter-25-percent', 3, 0.9182222222222223);('sq-kemeny', 'perpetual-kt', 'special-voter-25-percent', 3, 0.12904131483688516);('sq-kemeny', 'perpetual-kt', 'special-voter-25-percent', 3, 6.2236);('sq-kemeny', 'perpetual-kt', 'special-voter-25-percent', 3, 3.580955555555556);('sq-kemeny', 'perpetual-kt', 'special-voter-25-percent', 3, np.float64(0.2581473486524022));('sq-kemeny', 'perpetual-kt', 'special-voter-25-percent', 3, np.float64(4.263333333333334));('sq-kemeny', 'perpetual-kt', 'special-voter-25-percent', 3, 15.0);('sq-kemeny', 'perpetual-kt', 'special-voter-25-percent', 3, 14.89588888888889)
sq-kemeny;perpetual-kt;special-voter-25-percent;7;('sq-kemeny', 'perpetual-kt', 'special-voter-25-percent', 7, 1.0);('sq-kemeny', 'perpetual-kt', 'special-voter-25-percent', 7, 0.0024621789614190895);('sq-kemeny', 'perpetual-kt', 'special-voter-25-percent', 7, 6.211333333333333);('sq-kemeny', 'perpetual-kt', 'special-voter-25-percent', 7, 3.574333333333334);('sq-kemeny', 'perpetual-kt', 'special-voter-25-percent', 7, np.float64(0.27588449863344333));('sq-kemeny', 'perpetual-kt', 'special-voter-25-percent', 7, np.float64(4.343333333333333));('sq-kemeny', 'perpetual-kt', 'special-voter-25-percent', 7, 30.0);('sq-kemeny', 'perpetual-kt', 'special-voter-25-percent', 7, 14.847266666666666)
sq-kemeny;myopic-kt-special-voter;equal;0;('sq-kemeny', 'myopic-kt-special-voter', 'equal', 0, 0.4424222222222224);('sq-kemeny', 'myopic-kt-special-voter', 'equal', 0, 0.7595234545701213);('sq-kemeny', 'myopic-kt-special-voter', 'equal', 0, 6.220933333333334);('sq-kemeny', 'myopic-kt-special-voter', 'equal', 0, 3.578244444444444);('sq-kemeny', 'myopic-kt-special-voter', 'equal', 0, np.float64(0.2703676085292025));('sq-kemeny', 'myopic-kt-special-voter', 'equal', 0, np.float64(4.303333333333333));('sq-kemeny', 'myopic-kt-special-voter', 'equal', 0, 0.0);('sq-kemeny', 'myopic-kt-special-voter', 'equal', 0, 14.893666666666663)
sq-kemeny;myopic-kt-special-voter;equal;3;('sq-kemeny', 'myopic-kt-special-voter', 'equal', 3, 0.8846);('sq-kemeny', 'myopic-kt-special-voter', 'equal', 3, 0.12926413145724058);('sq-kemeny', 'myopic-kt-special-voter', 'equal', 3, 6.220933333333334);('sq-kemeny', 'myopic-kt-special-voter', 'equal', 3, 3.578244444444444);('sq-kemeny', 'myopic-kt-special-voter', 'equal', 3, np.float64(0.2703676085292025));('sq-kemeny', 'myopic-kt-special-voter', 'equal', 3, np.float64(4.303333333333333));('sq-kemeny', 'myopic-kt-special-voter', 'equal', 3, 16.0);('sq-kemeny', 'myopic-kt-special-voter', 'equal', 3, 14.893666666666663)
sq-kemeny;myopic-kt-special-voter;equal;7;('sq-kemeny', 'myopic-kt-special-voter', 'equal', 7, 1.0);('sq-kemeny', 'myopic-kt-special-voter', 'equal', 7, 0.0026624833513891294);('sq-kemeny', 'myopic-kt-special-voter', 'equal', 7, 6.220933333333334);('sq-kemeny', 'myopic-kt-special-voter', 'equal', 7, 3.578244444444444);('sq-kemeny', 'myopic-kt-special-voter', 'equal', 7, np.float64(0.2703676085292025));('sq-kemeny', 'myopic-kt-special-voter', 'equal', 7, np.float64(4.303333333333333));('sq-kemeny', 'myopic-kt-special-voter', 'equal', 7, 30.0);('sq-kemeny', 'myopic-kt-special-voter', 'equal', 7, 14.893666666666663)
sq-kemeny;myopic-kt-special-voter;special-voter-25-percent;0;('sq-kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 0, 0.4424222222222224);('sq-kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 0, 0.76224194009694);('sq-kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 0, 6.223066666666667);('sq-kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 0, 3.5796666666666663);('sq-kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 0, np.float64(0.2711317326725125));('sq-kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 0, np.float64(4.303333333333334));('sq-kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 0, 0.0);('sq-kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 0, 14.915888888888892)
sq-kemeny;myopic-kt-special-voter;special-voter-25-percent;3;('sq-kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 3, 0.8757777777777775);('sq-kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 3, 0.13040516539521127);('sq-kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 3, 6.223066666666667);('sq-kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 3, 3.5796666666666663);('sq-kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 3, np.float64(0.2711317326725125));('sq-kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 3, np.float64(4.303333333333334));('sq-kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 3, 16.0);('sq-kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 3, 14.915888888888892)
sq-kemeny;myopic-kt-special-voter;special-voter-25-percent;7;('sq-kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 7, 1.0);('sq-kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 7, 0.0027538971273013873);('sq-kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 7, 6.223066666666667);('sq-kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 7, 3.5796666666666663);('sq-kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 7, np.float64(0.2711317326725125));('sq-kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 7, np.float64(4.303333333333334));('sq-kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 7, 30.0);('sq-kemeny', 'myopic-kt-special-voter', 'special-voter-25-percent', 7, 14.915888888888892)
sq-kemeny;kt-special-voter;equal;0;('sq-kemeny', 'kt-special-voter', 'equal', 0, 0.39788888888888885);('sq-kemeny', 'kt-special-voter', 'equal', 0, 0.6931303590187067);('sq-kemeny', 'kt-special-voter', 'equal', 0, 6.4496);('sq-kemeny', 'kt-special-voter', 'equal', 0, 3.7727333333333326);('sq-kemeny', 'kt-special-voter', 'equal', 0, np.float64(0.47045491927379957));('sq-kemeny', 'kt-special-voter', 'equal', 0, np.float64(4.681111111111109));('sq-kemeny', 'kt-special-voter', 'equal', 0, 1.0);('sq-kemeny', 'kt-special-voter', 'equal', 0, 17.944377777777778)
sq-kemeny;kt-special-voter;equal;3;('sq-kemeny', 'kt-special-voter', 'equal', 3, 0.9097777777777779);('sq-kemeny', 'kt-special-voter', 'equal', 3, 0.13913522798176536);('sq-kemeny', 'kt-special-voter', 'equal', 3, 6.4496);('sq-kemeny', 'kt-special-voter', 'equal', 3, 3.7727333333333326);('sq-kemeny', 'kt-special-voter', 'equal', 3, np.float64(0.47045491927379957));('sq-kemeny', 'kt-special-voter', 'equal', 3, np.float64(4.681111111111109));('sq-kemeny', 'kt-special-voter', 'equal', 3, 30.0);('sq-kemeny', 'kt-special-voter', 'equal', 3, 17.944377777777778)
sq-kemeny;kt-special-voter;equal;7;('sq-kemeny', 'kt-special-voter', 'equal', 7, 0.9967777777777777);('sq-kemeny', 'kt-special-voter', 'equal', 7, 0.016498307638573146);('sq-kemeny', 'kt-special-voter', 'equal', 7, 6.4496);('sq-kemeny', 'kt-special-voter', 'equal', 7, 3.7727333333333326);('sq-kemeny', 'kt-special-voter', 'equal', 7, np.float64(0.47045491927379957));('sq-kemeny', 'kt-special-voter', 'equal', 7, np.float64(4.681111111111109));('sq-kemeny', 'kt-special-voter', 'equal', 7, 30.0);('sq-kemeny', 'kt-special-voter', 'equal', 7, 17.944377777777778)
sq-kemeny;kt-special-voter;special-voter-25-percent;0;('sq-kemeny', 'kt-special-voter', 'special-voter-25-percent', 0, 0.4183555555555556);('sq-kemeny', 'kt-special-voter', 'special-voter-25-percent', 0, 0.6900257605090749);('sq-kemeny', 'kt-special-voter', 'special-voter-25-percent', 0, 6.452088888888887);('sq-kemeny', 'kt-special-voter', 'special-voter-25-percent', 0, 3.7748666666666666);('sq-kemeny', 'kt-special-voter', 'special-voter-25-percent', 0, np.float64(0.4752665709894008));('sq-kemeny', 'kt-special-voter', 'special-voter-25-percent', 0, np.float64(4.688888888888887));('sq-kemeny', 'kt-special-voter', 'special-voter-25-percent', 0, 1.0);('sq-kemeny', 'kt-special-voter', 'special-voter-25-percent', 0, 17.980466666666665)
sq-kemeny;kt-special-voter;special-voter-25-percent;3;('sq-kemeny', 'kt-special-voter', 'special-voter-25-percent', 3, 0.9099777777777779);('sq-kemeny', 'kt-special-voter', 'special-voter-25-percent', 3, 0.1401940949306383);('sq-kemeny', 'kt-special-voter', 'special-voter-25-percent', 3, 6.452088888888887);('sq-kemeny', 'kt-special-voter', 'special-voter-25-percent', 3, 3.7748666666666666);('sq-kemeny', 'kt-special-voter', 'special-voter-25-percent', 3, np.float64(0.4752665709894008));('sq-kemeny', 'kt-special-voter', 'special-voter-25-percent', 3, np.float64(4.688888888888887));('sq-kemeny', 'kt-special-voter', 'special-voter-25-percent', 3, 30.0);('sq-kemeny', 'kt-special-voter', 'special-voter-25-percent', 3, 17.980466666666665)
sq-kemeny;kt-special-voter;special-voter-25-percent;7;('sq-kemeny', 'kt-special-voter', 'special-voter-25-percent', 7, 0.9967777777777777);('sq-kemeny', 'kt-special-voter', 'special-voter-25-percent', 7, 0.01661971864698429);('sq-kemeny', 'kt-special-voter', 'special-voter-25-percent', 7, 6.452088888888887);('sq-kemeny', 'kt-special-voter', 'special-voter-25-percent', 7, 3.7748666666666666);('sq-kemeny', 'kt-special-voter', 'special-voter-25-percent', 7, np.float64(0.4752665709894008));('sq-kemeny', 'kt-special-voter', 'special-voter-25-percent', 7, np.float64(4.688888888888887));('sq-kemeny', 'kt-special-voter', 'special-voter-25-percent', 7, 30.0);('sq-kemeny', 'kt-special-voter', 'special-voter-25-percent', 7, 17.980466666666665)
weighted-rsd;constant;equal;0;('weighted-rsd', 'constant', 'equal', 0, 0.8342222222222226);('weighted-rsd', 'constant', 'equal', 0, 0.5821872315447807);('weighted-rsd', 'constant', 'equal', 0, 6.823955555555556);('weighted-rsd', 'constant', 'equal', 0, 4.280688888888888);('weighted-rsd', 'constant', 'equal', 0, np.float64(0.7799206525285974));('weighted-rsd', 'constant', 'equal', 0, np.float64(5.441111111111112));('weighted-rsd', 'constant', 'equal', 0, 3.0);('weighted-rsd', 'constant', 'equal', 0, 26.026777777777777)
weighted-rsd;constant;equal;3;('weighted-rsd', 'constant', 'equal', 3, 0.8355333333333331);('weighted-rsd', 'constant', 'equal', 3, 0.155554181740849);('weighted-rsd', 'constant', 'equal', 3, 6.823955555555556);('weighted-rsd', 'constant', 'equal', 3, 4.280688888888888);('weighted-rsd', 'constant', 'equal', 3, np.float64(0.7799206525285974));('weighted-rsd', 'constant', 'equal', 3, np.float64(5.441111111111112));('weighted-rsd', 'constant', 'equal', 3, 15.0);('weighted-rsd', 'constant', 'equal', 3, 26.026777777777777)
weighted-rsd;constant;equal;7;('weighted-rsd', 'constant', 'equal', 7, 0.9525777777777777);('weighted-rsd', 'constant', 'equal', 7, 0.0492291410522405);('weighted-rsd', 'constant', 'equal', 7, 6.823955555555556);('weighted-rsd', 'constant', 'equal', 7, 4.280688888888888);('weighted-rsd', 'constant', 'equal', 7, np.float64(0.7799206525285974));('weighted-rsd', 'constant', 'equal', 7, np.float64(5.441111111111112));('weighted-rsd', 'constant', 'equal', 7, 26.0);('weighted-rsd', 'constant', 'equal', 7, 26.026777777777777)
weighted-rsd;constant;special-voter-25-percent;0;('weighted-rsd', 'constant', 'special-voter-25-percent', 0, 0.704488888888889);('weighted-rsd', 'constant', 'special-voter-25-percent', 0, 0.5626386799034013);('weighted-rsd', 'constant', 'special-voter-25-percent', 0, 6.757955555555556);('weighted-rsd', 'constant', 'special-voter-25-percent', 0, 4.240911111111111);('weighted-rsd', 'constant', 'special-voter-25-percent', 0, np.float64(0.774470109165412));('weighted-rsd', 'constant', 'special-voter-25-percent', 0, np.float64(5.516666666666667));('weighted-rsd', 'constant', 'special-voter-25-percent', 0, 0.0);('weighted-rsd', 'constant', 'special-voter-25-percent', 0, 25.860644444444443)
weighted-rsd;constant;special-voter-25-percent;3;('weighted-rsd', 'constant', 'special-voter-25-percent', 3, 0.7018444444444445);('weighted-rsd', 'constant', 'special-voter-25-percent', 3, 0.15222920417390418);('weighted-rsd', 'constant', 'special-voter-25-percent', 3, 6.757955555555556);('weighted-rsd', 'constant', 'special-voter-25-percent', 3, 4.240911111111111);('weighted-rsd', 'constant', 'special-voter-25-percent', 3, np.float64(0.774470109165412));('weighted-rsd', 'constant', 'special-voter-25-percent', 3, np.float64(5.516666666666667));('weighted-rsd', 'constant', 'special-voter-25-percent', 3, 16.0);('weighted-rsd', 'constant', 'special-voter-25-percent', 3, 25.860644444444443)
weighted-rsd;constant;special-voter-25-percent;7;('weighted-rsd', 'constant', 'special-voter-25-percent', 7, 0.8393111111111108);('weighted-rsd', 'constant', 'special-voter-25-percent', 7, 0.051493254793399786);('weighted-rsd', 'constant', 'special-voter-25-percent', 7, 6.757955555555556);('weighted-rsd', 'constant', 'special-voter-25-percent', 7, 4.240911111111111);('weighted-rsd', 'constant', 'special-voter-25-percent', 7, np.float64(0.774470109165412));('weighted-rsd', 'constant', 'special-voter-25-percent', 7, np.float64(5.516666666666667));('weighted-rsd', 'constant', 'special-voter-25-percent', 7, 27.0);('weighted-rsd', 'constant', 'special-voter-25-percent', 7, 25.860644444444443)
weighted-rsd;myopic-kt;equal;0;('weighted-rsd', 'myopic-kt', 'equal', 0, 0.773666666666667);('weighted-rsd', 'myopic-kt', 'equal', 0, 0.49039942940826303);('weighted-rsd', 'myopic-kt', 'equal', 0, 6.772311111111111);('weighted-rsd', 'myopic-kt', 'equal', 0, 4.243);('weighted-rsd', 'myopic-kt', 'equal', 0, np.float64(0.5374049468956528));('weighted-rsd', 'myopic-kt', 'equal', 0, np.float64(5.510000000000001));('weighted-rsd', 'myopic-kt', 'equal', 0, 2.0);('weighted-rsd', 'myopic-kt', 'equal', 0, 25.697977777777773)
weighted-rsd;myopic-kt;equal;3;('weighted-rsd', 'myopic-kt', 'equal', 3, 0.7759777777777778);('weighted-rsd', 'myopic-kt', 'equal', 3, 0.13711448122873146);('weighted-rsd', 'myopic-kt', 'equal', 3, 6.772311111111111);('weighted-rsd', 'myopic-kt', 'equal', 3, 4.243);('weighted-rsd', 'myopic-kt', 'equal', 3, np.float64(0.5374049468956528));('weighted-rsd', 'myopic-kt', 'equal', 3, np.float64(5.510000000000001));('weighted-rsd', 'myopic-kt', 'equal', 3, 16.0);('weighted-rsd', 'myopic-kt', 'equal', 3, 25.697977777777773)
weighted-rsd;myopic-kt;equal;7;('weighted-rsd', 'myopic-kt', 'equal', 7, 0.8797333333333335);('weighted-rsd', 'myopic-kt', 'equal', 7, 0.046333049250622205);('weighted-rsd', 'myopic-kt', 'equal', 7, 6.772311111111111);('weighted-rsd', 'myopic-kt', 'equal', 7, 4.243);('weighted-rsd', 'myopic-kt', 'equal', 7, np.float64(0.5374049468956528));('weighted-rsd', 'myopic-kt', 'equal', 7, np.float64(5.510000000000001));('weighted-rsd', 'myopic-kt', 'equal', 7, 26.0);('weighted-rsd', 'myopic-kt', 'equal', 7, 25.697977777777773)
weighted-rsd;myopic-kt;special-voter-25-percent;0;('weighted-rsd', 'myopic-kt', 'special-voter-25-percent', 0, 0.7843111111111111);('weighted-rsd', 'myopic-kt', 'special-voter-25-percent', 0, 0.4892584339537687);('weighted-rsd', 'myopic-kt', 'special-voter-25-percent', 0, 6.7789777777777775);('weighted-rsd', 'myopic-kt', 'special-voter-25-percent', 0, 4.251044444444444);('weighted-rsd', 'myopic-kt', 'special-voter-25-percent', 0, np.float64(0.5295504173822599));('weighted-rsd', 'myopic-kt', 'special-voter-25-percent', 0, np.float64(5.497777777777779));('weighted-rsd', 'myopic-kt', 'special-voter-25-percent', 0, 4.0);('weighted-rsd', 'myopic-kt', 'special-voter-25-percent', 0, 25.800155555555552)
weighted-rsd;myopic-kt;special-voter-25-percent;3;('weighted-rsd', 'myopic-kt', 'special-voter-25-percent', 3, 0.7886000000000002);('weighted-rsd', 'myopic-kt', 'special-voter-25-percent', 3, 0.13545776483983557);('weighted-rsd', 'myopic-kt', 'special-voter-25-percent', 3, 6.7789777777777775);('weighted-rsd', 'myopic-kt', 'special-voter-25-percent', 3, 4.251044444444444);('weighted-rsd', 'myopic-kt', 'special-voter-25-percent', 3, np.float64(0.5295504173822599));('weighted-rsd', 'myopic-kt', 'special-voter-25-percent', 3, np.float64(5.497777777777779));('weighted-rsd', 'myopic-kt', 'special-voter-25-percent', 3, 16.0);('weighted-rsd', 'myopic-kt', 'special-voter-25-percent', 3, 25.800155555555552)
weighted-rsd;myopic-kt;special-voter-25-percent;7;('weighted-rsd', 'myopic-kt', 'special-voter-25-percent', 7, 0.8318666666666666);('weighted-rsd', 'myopic-kt', 'special-voter-25-percent', 7, 0.04618779870440755);('weighted-rsd', 'myopic-kt', 'special-voter-25-percent', 7, 6.7789777777777775);('weighted-rsd', 'myopic-kt', 'special-voter-25-percent', 7, 4.251044444444444);('weighted-rsd', 'myopic-kt', 'special-voter-25-percent', 7, np.float64(0.5295504173822599));('weighted-rsd', 'myopic-kt', 'special-voter-25-percent', 7, np.float64(5.497777777777779));('weighted-rsd', 'myopic-kt', 'special-voter-25-percent', 7, 26.0);('weighted-rsd', 'myopic-kt', 'special-voter-25-percent', 7, 25.800155555555552)
weighted-rsd;myopic-sq-kt;equal;0;('weighted-rsd', 'myopic-sq-kt', 'equal', 0, 0.8129111111111113);('weighted-rsd', 'myopic-sq-kt', 'equal', 0, 0.46213756449986554);('weighted-rsd', 'myopic-sq-kt', 'equal', 0, 6.815288888888888);('weighted-rsd', 'myopic-sq-kt', 'equal', 0, 4.265088888888889);('weighted-rsd', 'myopic-sq-kt', 'equal', 0, np.float64(0.5191682010858761));('weighted-rsd', 'myopic-sq-kt', 'equal', 0, np.float64(5.501111111111111));('weighted-rsd', 'myopic-sq-kt', 'equal', 0, 3.0);('weighted-rsd', 'myopic-sq-kt', 'equal', 0, 25.854333333333333)
weighted-rsd;myopic-sq-kt;equal;3;('weighted-rsd', 'myopic-sq-kt', 'equal', 3, 0.7538888888888889);('weighted-rsd', 'myopic-sq-kt', 'equal', 3, 0.13221733084464846);('weighted-rsd', 'myopic-sq-kt', 'equal', 3, 6.815288888888888);('weighted-rsd', 'myopic-sq-kt', 'equal', 3, 4.265088888888889);('weighted-rsd', 'myopic-sq-kt', 'equal', 3, np.float64(0.5191682010858761));('weighted-rsd', 'myopic-sq-kt', 'equal', 3, np.float64(5.501111111111111));('weighted-rsd', 'myopic-sq-kt', 'equal', 3, 15.0);('weighted-rsd', 'myopic-sq-kt', 'equal', 3, 25.854333333333333)
